CurrentEquipmentDays,MonthsInService,MonthlyMinutes,PercChangeMinutes,TotalRecurringCharge,OffPeakCallsInOut,PercChangeRevenues,MonthlyRevenue,PeakCallsInOut,OverageMinutes,ReceivedCalls,UnansweredCalls,Churn
665.0,22,199.0,-15.0,30.0,18.7,0.0,33.25,40.0,0.0,20.8,1.0,0
298.0,20,922.0,158.0,60.0,165.7,0.1,49.4,116.7,0.0,238.2,20.0,1
772.0,26,134.0,42.0,32.0,10.0,-1.9,34.36,39.3,0.0,14.5,0.0,0
603.0,20,124.0,2.0,30.0,12.7,-0.3,33.26,11.0,0.0,0.0,5.7,1
197.0,20,226.0,10.0,30.0,59.7,-0.5,31.44,40.7,0.0,59.2,14.7,0
603.0,20,132.0,-56.0,30.0,14.0,-2.0,33.01,43.0,0.0,24.9,29.3,0
101.0,22,400.0,4.0,30.0,43.3,12.2,29.04,158.0,34.0,122.3,55.3,0
339.0,20,646.0,15.0,60.0,95.3,2.4,89.92,149.3,84.0,212.8,20.3,1
628.0,24,278.0,-130.0,50.0,21.7,-1.1,51.13,58.0,0.0,5.5,8.7,0
711.0,24,224.0,-64.0,50.0,42.3,-1.7,54.91,54.3,0.0,23.3,60.3,0
391.0,26,431.0,-69.0,10.0,22.7,6.0,40.79,129.3,113.0,90.6,21.0,0
52.0,22,504.0,374.0,30.0,62.7,72.6,74.76,108.3,122.0,61.1,49.0,1
603.0,20,161.0,-49.0,34.0,5.0,-1.8,41.26,31.7,10.0,4.9,4.3,0
544.0,22,112.0,-23.0,30.0,34.3,-1.4,31.38,52.7,0.0,22.0,21.7,1
29.0,22,40.0,-15.0,30.0,7.3,0.0,29.99,7.3,0.0,0.1,7.0,0
665.0,22,52.0,-4.0,30.0,10.3,-2.2,32.22,8.7,0.0,1.6,2.0,0
318.0,22,276.0,-48.0,30.0,11.7,-10.8,54.49,57.0,33.0,49.6,10.0,0
665.0,22,233.0,-37.0,32.0,42.7,2.6,36.31,34.7,8.0,53.4,0.7,1
158.0,20,182.0,42.0,30.0,18.3,0.3,45.3,50.0,28.0,3.1,31.0,0
39.0,22,768.0,141.0,68.0,50.7,-31.3,123.13,255.7,110.0,178.3,88.0,0
665.0,22,101.0,-53.0,30.0,13.7,-1.4,31.34,11.0,0.0,0.0,3.7,1
603.0,20,90.0,-13.0,30.0,18.3,-1.6,34.84,16.3,0.0,29.8,3.7,1
141.0,26,428.0,-18.0,10.0,24.7,-17.1,32.32,58.3,73.0,223.8,27.3,0
357.0,24,558.0,-2.0,50.0,47.7,-22.2,82.34,119.3,79.0,55.4,38.0,1
147.0,26,650.0,-650.0,45.0,154.3,-91.8,89.79,260.0,132.0,527.2,72.7,1
772.0,26,46.0,40.0,30.0,7.3,0.0,29.99,6.7,0.0,1.0,3.3,1
711.0,24,106.0,5.0,30.0,5.0,-1.1,34.99,26.7,4.0,1.6,7.0,0
711.0,24,152.0,75.0,33.0,22.0,1.2,33.81,47.3,0.0,38.1,11.0,0
52.0,20,1036.0,242.0,60.0,140.0,42.8,133.03,192.7,228.0,255.9,101.0,0
500.0,26,394.0,-1.0,32.0,22.7,-2.9,47.52,39.3,20.0,74.4,17.3,1
772.0,26,444.0,-60.0,10.0,26.7,-0.5,14.56,106.7,0.0,66.8,12.0,0
772.0,26,165.0,0.0,32.0,23.3,0.7,32.74,36.7,0.0,0.0,5.0,0
603.0,20,54.0,-54.0,32.0,18.0,-0.5,33.04,8.7,0.0,0.8,4.0,1
711.0,24,209.0,-149.0,30.0,12.7,-31.3,61.31,56.3,90.0,23.7,9.7,0
306.0,22,178.0,2.0,30.0,0.0,0.0,33.24,0.0,0.0,0.0,0.0,1
299.0,22,157.0,33.0,32.0,28.0,1.1,34.35,36.0,2.0,29.0,6.0,0
603.0,20,133.0,-62.0,34.0,16.7,-7.5,43.22,19.7,32.0,25.0,7.3,0
456.0,22,496.0,-127.0,40.0,58.7,-12.5,43.45,91.0,68.0,49.7,43.7,0
665.0,22,49.0,35.0,70.0,8.0,0.5,60.48,21.3,0.0,0.9,6.3,0
438.0,24,764.0,-82.0,50.0,158.7,-18.2,86.02,198.7,117.0,281.0,23.7,0
772.0,26,158.0,12.0,50.0,8.0,3.6,52.41,54.3,0.0,28.6,4.7,1
711.0,24,222.0,168.0,33.0,24.0,-0.4,39.37,49.7,5.0,30.3,26.7,0
7.0,20,573.0,274.0,60.0,79.7,-6.4,57.4,134.3,22.0,176.3,25.3,0
201.0,24,1442.0,-88.0,85.0,229.3,-1.2,78.21,325.7,0.0,399.7,91.3,0
119.0,22,246.0,34.0,30.0,56.3,-34.1,64.4,53.7,0.0,71.1,23.0,1
664.0,22,66.0,-36.0,30.0,3.0,0.7,30.24,21.0,0.0,8.2,4.3,0
169.0,24,748.0,-98.0,60.0,141.0,-2.9,56.16,181.3,10.0,191.9,43.7,0
710.0,24,168.0,159.0,30.0,17.7,42.4,46.17,38.0,42.0,36.8,5.7,0
505.0,22,6.0,2.0,15.0,2.0,0.0,15.0,1.3,0.0,0.0,1.3,0
696.0,24,237.0,131.0,45.0,25.3,25.8,43.59,68.7,22.0,28.6,15.7,0
379.0,24,849.0,48.0,85.0,0.0,-0.6,78.88,0.0,2.0,0.0,0.0,0
393.0,22,426.0,-185.0,32.0,42.7,-31.3,75.12,107.3,72.0,103.5,7.7,1
771.0,26,2.0,6.0,32.0,0.3,0.0,32.49,0.0,0.0,0.1,0.0,0
710.0,24,187.0,2.0,30.0,49.7,1.2,42.06,28.3,18.0,61.1,17.0,0
157.0,26,994.0,-994.0,25.0,531.0,-30.0,29.96,722.3,0.0,518.5,160.7,0
176.0,24,1124.0,32.0,75.0,56.0,1.7,94.27,188.7,29.0,141.1,51.3,1
32.0,22,418.0,232.0,45.0,136.7,13.6,34.62,81.0,18.0,48.2,16.0,0
664.0,22,168.0,68.0,45.0,14.3,0.0,34.99,41.3,0.0,12.2,6.7,0
283.0,20,451.0,-97.0,30.0,128.3,-5.7,39.7,145.0,2.0,121.4,7.7,0
190.0,24,440.0,298.0,45.0,76.3,12.2,58.71,117.3,59.0,50.0,41.0,0
135.0,24,192.0,-75.0,30.0,28.7,-0.8,30.74,56.3,0.0,62.4,6.3,0
710.0,24,146.0,-80.0,30.0,49.0,0.0,29.99,43.0,0.0,24.5,14.3,1
157.0,26,899.0,-145.0,43.0,144.3,4.3,38.83,70.7,0.0,272.4,12.3,0
664.0,22,31.0,61.0,15.0,2.3,14.5,23.7,7.3,18.0,0.7,2.7,0
602.0,20,42.0,3.0,30.0,9.7,-0.3,30.27,11.3,0.0,2.1,4.0,0
375.0,24,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1
323.0,22,981.0,-13.0,69.0,81.3,-17.0,72.36,239.0,0.0,203.2,68.3,0
317.0,20,1848.0,-182.0,60.0,282.7,-12.3,63.25,99.3,40.0,432.3,74.7,0
143.0,22,57.0,81.0,10.0,4.3,0.0,10.0,19.0,2.0,4.2,4.3,0
124.0,26,104.0,-10.0,59.0,19.7,0.1,62.14,24.3,7.0,5.0,17.7,0
132.0,22,434.0,44.0,63.0,82.0,-11.2,77.46,110.3,0.0,142.8,16.7,0
379.0,26,272.0,-100.0,10.0,23.0,-0.5,10.49,121.0,0.0,64.4,10.0,0
378.0,22,675.0,-130.0,60.0,103.3,-13.5,64.92,106.0,37.0,300.3,25.3,1
405.0,22,354.0,30.0,42.0,11.0,0.0,42.49,110.7,0.0,180.1,18.7,0
602.0,20,274.0,-114.0,30.0,74.0,-0.5,31.5,108.0,0.0,68.8,16.7,0
771.0,26,58.0,4.0,10.0,26.3,0.7,10.25,10.0,0.0,3.4,3.7,0
558.0,20,106.0,11.0,30.0,9.3,1.3,33.16,19.7,0.0,2.4,10.3,0
464.0,24,213.0,32.0,30.0,22.0,-2.7,32.68,54.7,11.0,87.7,113.3,0
220.0,20,452.0,107.0,32.0,19.0,-1.6,30.83,155.3,0.0,128.2,34.3,0
771.0,26,87.0,140.0,22.0,3.3,-28.3,26.79,8.3,0.0,9.0,0.0,0
710.0,24,4.0,5.0,10.0,0.0,-0.1,10.06,1.3,0.0,0.0,0.3,1
146.0,22,321.0,-321.0,47.0,59.0,6.1,43.91,71.0,2.0,53.8,12.0,1
306.0,26,278.0,-91.0,49.0,28.0,5.1,58.87,56.3,22.0,24.4,28.3,0
710.0,24,180.0,-98.0,50.0,33.3,-1.0,50.99,53.0,0.0,21.4,7.3,0
710.0,24,458.0,33.0,50.0,27.0,-42.4,80.41,61.7,0.0,28.9,15.0,0
602.0,20,298.0,-10.0,40.0,62.3,3.0,31.73,33.3,0.0,19.6,18.0,0
384.0,22,956.0,-87.0,70.0,100.3,2.2,62.47,168.7,8.0,193.2,24.3,0
364.0,22,650.0,-646.0,64.0,70.3,-37.7,90.89,98.7,103.0,129.0,45.0,0
710.0,24,856.0,312.0,105.0,18.7,0.7,96.23,144.3,0.0,144.3,21.7,0
326.0,22,470.0,35.0,40.0,0.0,3.3,46.2,0.0,9.0,0.0,0.0,0
283.0,22,201.0,-62.0,70.0,46.0,-3.8,63.74,53.7,4.0,39.1,1.3,0
134.0,24,353.0,-29.0,70.0,33.7,0.2,55.19,107.0,0.0,47.9,20.7,0
34.0,24,286.0,10.0,60.0,34.0,-9.9,49.91,140.3,0.0,30.4,18.3,0
70.0,24,1823.0,262.0,80.0,277.0,9.8,79.58,348.0,9.0,450.9,61.0,0
602.0,20,92.0,15.0,35.0,14.7,-1.0,35.97,14.7,0.0,10.5,5.7,0
602.0,20,49.0,-49.0,32.0,2.7,-0.6,33.05,15.3,0.0,1.4,6.7,1
507.0,24,162.0,40.0,50.0,17.0,0.0,50.0,56.7,0.0,37.0,5.7,0
710.0,24,60.0,-40.0,30.0,12.0,-4.3,34.29,3.7,0.0,5.5,7.7,1
602.0,20,36.0,-36.0,30.0,3.7,-0.3,33.25,2.7,0.0,0.0,0.7,0
770.0,26,176.0,-30.0,40.0,6.7,0.0,29.99,36.3,0.0,0.0,8.0,0
229.0,20,189.0,-167.0,40.0,20.0,-1.6,39.57,65.7,0.0,61.8,3.7,1
580.0,26,620.0,-170.0,57.0,131.3,6.3,53.69,159.0,34.0,327.9,22.3,0
90.0,24,152.0,-58.0,40.0,6.7,0.0,29.99,17.7,0.0,6.6,4.7,0
601.0,20,324.0,53.0,40.0,53.7,-0.3,30.26,56.7,0.0,78.6,25.3,0
87.0,20,1264.0,205.0,100.0,32.3,23.2,163.63,264.3,198.0,499.2,50.0,1
601.0,20,529.0,144.0,50.0,35.7,26.7,85.47,97.3,64.0,18.6,34.3,1
593.0,20,1040.0,204.0,75.0,195.0,16.6,95.84,230.7,0.0,186.5,84.3,0
663.0,22,152.0,-44.0,30.0,31.7,0.0,30.0,15.3,0.0,38.1,9.7,0
601.0,20,337.0,-201.0,30.0,37.0,-55.5,90.46,44.7,165.0,53.8,11.3,1
220.0,22,1522.0,-688.0,95.0,203.0,-28.4,109.66,281.0,112.0,670.5,60.0,0
200.0,26,781.0,-223.0,38.0,213.0,-5.0,34.34,183.3,0.0,297.9,511.0,0
663.0,22,429.0,1280.0,21.0,15.7,194.2,69.75,8.0,26.0,19.4,13.0,0
663.0,22,490.0,16.0,95.0,20.3,1.5,86.47,106.7,0.0,63.7,17.7,0
709.0,24,186.0,-186.0,15.0,33.0,-73.4,43.44,51.7,77.0,40.8,12.0,0
649.0,22,190.0,335.0,30.0,26.0,0.0,30.0,10.3,0.0,23.5,6.7,1
13.0,26,294.0,-66.0,80.0,51.0,-1.0,60.97,87.3,0.0,89.7,13.3,0
601.0,20,6.0,-6.0,15.0,1.3,-0.1,15.13,0.3,0.0,0.0,0.3,0
709.0,24,25.0,-24.0,30.0,6.0,0.0,29.99,9.7,0.0,1.2,3.3,1
252.0,20,118.0,-46.0,10.0,10.0,-0.9,10.91,35.0,3.0,15.8,0.7,0
221.0,22,2110.0,235.0,110.0,210.0,0.0,102.97,174.3,0.0,439.5,166.3,0
291.0,22,672.0,186.0,45.0,110.0,52.9,64.79,80.0,61.0,214.9,10.7,1
770.0,26,91.0,75.0,32.0,13.7,2.1,31.57,31.7,1.0,0.7,8.0,0
424.0,20,238.0,8.0,62.0,9.7,-2.4,56.1,77.3,0.0,51.5,15.0,1
601.0,20,227.0,-92.0,40.0,31.3,-1.4,31.36,99.7,0.0,30.4,45.0,0
408.0,22,112.0,-7.0,10.0,22.0,-0.3,14.11,44.7,2.0,22.0,17.3,0
433.0,24,230.0,20.0,60.0,22.3,0.0,59.99,91.7,0.0,41.8,35.0,0
511.0,26,312.0,70.0,45.0,21.3,-5.4,45.41,18.0,0.0,12.9,5.7,0
329.0,20,255.0,-66.0,30.0,48.3,-4.8,38.48,96.7,10.0,63.1,8.7,0
185.0,20,319.0,116.0,50.0,27.0,0.5,56.12,112.7,0.0,88.5,24.3,1
531.0,26,170.0,-19.0,70.0,9.3,0.0,59.99,40.3,0.0,25.2,10.0,0
663.0,22,0.0,0.0,30.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,1
101.0,26,945.0,-594.0,75.0,146.7,-28.8,107.8,220.7,52.0,238.3,86.7,0
61.0,22,491.0,-50.0,45.0,37.7,-16.9,54.48,46.3,83.0,18.3,20.0,1
437.0,20,677.0,88.0,30.0,234.0,-1.2,37.86,135.0,11.0,184.2,4.0,0
709.0,24,46.0,-1.0,32.0,3.7,0.0,32.49,10.7,0.0,0.5,4.3,0
601.0,20,196.0,102.0,22.0,36.0,-9.6,31.05,25.3,38.0,3.2,15.0,0
663.0,22,50.0,-4.0,20.0,14.3,0.0,19.99,11.0,0.0,5.8,7.7,0
770.0,26,123.0,-97.0,27.0,30.0,-13.9,31.94,16.0,0.0,62.7,6.7,0
420.0,22,349.0,79.0,70.0,32.3,0.4,52.56,111.7,0.0,85.4,22.3,0
663.0,22,613.0,-22.0,60.0,67.7,-1.4,52.43,45.7,0.0,102.3,12.0,0
709.0,24,1156.0,594.0,106.0,67.3,190.4,185.04,210.7,207.0,369.7,27.0,1
318.0,24,602.0,38.0,60.0,86.0,-0.5,54.48,80.0,0.0,170.6,11.7,0
384.0,22,16.0,-14.0,40.0,5.3,0.0,39.99,3.3,0.0,0.0,1.7,0
245.0,26,638.0,-638.0,70.0,86.0,-15.4,85.44,266.7,62.0,398.9,45.3,1
770.0,26,685.0,268.0,45.0,51.3,34.5,84.3,70.3,109.0,275.7,19.7,1
58.0,26,683.0,120.0,69.0,61.7,-8.4,93.56,142.0,58.0,109.5,13.0,0
75.0,26,446.0,-16.0,10.0,49.3,-19.6,32.9,103.7,55.0,91.3,24.3,0
601.0,20,294.0,46.0,10.0,16.3,3.7,11.37,32.0,4.0,16.9,14.3,0
356.0,22,245.0,-121.0,30.0,40.0,-4.3,35.68,69.3,0.0,27.4,28.0,1
205.0,20,1455.0,-193.0,70.0,235.3,-15.0,75.01,125.3,70.0,195.6,207.0,1
16.0,26,180.0,173.0,35.0,0.0,-16.3,53.67,0.0,0.0,0.0,0.0,0
131.0,22,370.0,-370.0,22.0,64.3,-67.4,67.43,27.3,0.0,81.8,29.7,0
380.0,26,58.0,1.0,10.0,7.0,-0.1,10.1,12.3,0.0,14.0,1.3,0
19.0,24,608.0,436.0,50.0,206.0,73.6,79.47,134.0,82.0,130.6,37.3,0
709.0,24,78.0,-28.0,134.0,18.0,25.4,137.84,25.7,16.0,8.5,9.3,1
455.0,22,168.0,54.0,95.0,29.3,-0.4,85.38,43.7,0.0,35.5,8.0,0
600.0,20,540.0,-61.0,50.0,55.0,-6.6,64.6,77.0,39.0,63.0,20.0,0
600.0,20,22.0,14.0,17.0,4.0,1.6,18.75,8.7,1.0,0.2,3.3,0
599.0,22,510.0,-2.0,70.0,21.0,-5.5,55.49,192.7,14.0,176.2,25.7,1
628.0,24,176.0,-53.0,10.0,12.7,-2.9,16.36,67.7,0.0,22.8,13.0,1
662.0,22,249.0,-78.0,50.0,29.3,-0.2,50.24,27.0,0.0,29.1,15.7,1
343.0,26,51.0,-43.0,49.0,2.0,0.8,49.19,2.0,0.0,0.0,2.0,0
769.0,26,71.0,10.0,40.0,15.7,0.0,29.99,13.3,0.0,5.6,5.7,0
21.0,20,3162.0,6.0,85.0,1161.0,-8.5,123.43,580.3,179.0,833.0,174.7,0
527.0,20,389.0,-21.0,45.0,71.3,5.4,40.79,80.7,0.0,134.8,19.3,0
97.0,24,602.0,-62.0,40.0,58.3,-40.1,81.82,68.7,102.0,172.8,14.0,0
327.0,24,271.0,129.0,50.0,20.3,-0.5,48.62,88.0,0.0,7.3,17.3,1
662.0,22,136.0,26.0,30.0,6.7,0.6,29.2,45.3,1.0,13.9,5.0,0
769.0,26,6.0,-2.0,17.0,2.0,0.0,16.99,2.7,0.0,0.4,0.7,1
588.0,20,425.0,-163.0,32.0,18.7,-14.6,58.75,88.3,70.0,28.6,22.0,0
662.0,22,169.0,-87.0,30.0,33.0,-13.6,43.61,45.7,38.0,67.4,15.7,0
600.0,20,1004.0,-189.0,90.0,54.7,-88.0,203.14,246.3,321.0,343.6,36.7,0
707.0,26,1044.0,454.0,45.0,177.7,96.1,77.67,87.7,113.0,271.1,41.3,0
106.0,22,3174.0,612.0,186.0,242.7,64.8,251.91,358.0,407.0,802.8,82.3,0
395.0,20,1290.0,-294.0,85.0,199.7,-3.2,88.22,251.7,10.0,317.0,95.3,0
200.0,20,278.0,190.0,10.0,41.0,1.5,10.88,31.7,2.0,94.0,18.0,0
24.0,22,1403.0,428.0,132.0,123.7,17.5,142.47,317.3,0.0,400.1,68.7,0
314.0,22,696.0,-85.0,45.0,145.0,-26.1,83.44,144.7,93.0,117.2,43.7,0
124.0,20,1153.0,14.0,60.0,124.7,-13.0,72.25,199.3,41.0,266.2,70.0,0
414.0,24,342.0,147.0,50.0,22.7,0.0,49.99,95.7,0.0,36.9,21.0,1
678.0,23,246.0,-18.0,30.0,57.7,-0.2,30.25,51.7,0.0,43.5,10.7,0
662.0,22,444.0,-127.0,59.0,61.7,0.4,49.64,44.3,0.0,109.4,15.0,0
662.0,22,721.0,-198.0,50.0,96.3,-45.4,110.8,198.0,139.0,103.0,100.3,0
199.0,24,238.0,-90.0,45.0,44.0,-1.7,36.72,49.3,2.0,25.4,55.3,0
708.0,24,406.0,50.0,52.0,81.0,14.2,69.06,68.7,0.0,155.3,10.0,0
77.0,24,842.0,-142.0,73.0,152.3,-31.1,86.06,149.7,0.0,185.5,43.0,0
388.0,26,1757.0,143.0,109.0,239.3,-94.6,249.86,553.0,488.0,718.2,157.7,0
600.0,20,286.0,86.0,38.0,15.0,-14.2,49.19,39.3,43.0,2.5,17.0,0
600.0,20,71.0,16.0,30.0,6.0,-0.3,30.26,13.7,0.0,1.0,2.7,0
129.0,26,288.0,-80.0,40.0,41.3,0.0,44.68,78.0,0.0,61.4,35.3,1
175.0,24,105.0,-105.0,7.0,23.7,-7.8,7.79,28.7,0.0,16.9,13.3,0
325.0,20,469.0,-142.0,50.0,30.3,-14.8,64.84,50.3,48.0,84.6,25.0,1
600.0,20,232.0,13.0,32.0,18.3,2.0,33.23,70.0,0.0,35.8,33.3,0
600.0,20,154.0,-51.0,30.0,13.0,-0.3,30.26,22.0,0.0,69.0,1.3,1
355.0,24,2264.0,-14.0,162.0,0.0,0.0,152.32,0.0,0.0,0.0,0.0,0
98.0,24,342.0,128.0,60.0,32.0,-0.1,60.09,51.7,0.0,48.4,10.3,0
600.0,20,371.0,145.0,32.0,46.7,1.3,33.3,117.3,2.0,67.4,29.0,0
152.0,20,868.0,-445.0,69.0,53.7,-18.9,85.11,66.3,54.0,295.8,4.3,0
662.0,22,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0
600.0,20,206.0,-6.0,30.0,3.3,-0.4,30.37,37.3,0.0,10.3,8.3,0
600.0,20,281.0,-92.0,50.0,16.0,-3.6,54.54,96.3,0.0,42.5,32.7,1
562.0,24,1260.0,80.0,75.0,224.3,0.0,75.0,391.7,0.0,453.9,74.0,1
227.0,20,763.0,-154.0,60.0,87.7,-13.0,63.98,122.0,44.0,259.4,18.0,1
599.0,20,105.0,-105.0,21.0,8.7,-12.5,22.52,34.0,0.0,25.3,3.3,1
599.0,20,325.0,-66.0,50.0,24.3,-6.0,49.01,73.0,12.0,33.4,19.0,1
412.0,22,1344.0,120.0,105.0,281.0,3.2,102.96,229.0,0.0,390.6,31.0,0
661.0,22,157.0,113.0,42.0,40.0,1.0,40.69,46.0,0.0,30.1,19.0,0
368.0,24,544.0,-544.0,50.0,49.7,-4.2,54.21,63.3,0.0,273.3,15.7,0
767.0,26,75.0,-51.0,45.0,11.0,-1.0,36.98,16.0,0.0,16.8,2.7,0
342.0,20,658.0,-35.0,60.0,91.7,-2.8,62.84,141.7,8.0,100.0,57.3,1
111.0,24,1204.0,198.0,10.0,0.0,1.2,12.72,0.0,0.0,0.0,0.0,0
660.0,22,228.0,215.0,10.0,40.7,27.1,21.25,55.0,36.0,63.5,9.7,0
497.0,20,15.0,-1.0,12.0,1.7,-12.2,12.53,4.0,0.0,0.6,0.0,0
433.0,24,136.0,18.0,30.0,15.3,-0.1,30.09,45.0,0.0,20.5,11.3,0
598.0,20,347.0,-122.0,40.0,16.0,-0.3,30.26,13.3,0.0,0.0,0.0,0
598.0,20,70.0,-30.0,30.0,10.0,-0.4,30.37,23.3,0.0,17.9,5.3,0
660.0,22,392.0,104.0,30.0,26.7,26.0,64.46,53.3,98.0,158.4,9.0,0
598.0,20,137.0,-29.0,30.0,7.7,-0.1,32.1,30.0,1.0,1.1,5.3,1
767.0,26,299.0,122.0,45.0,10.0,0.0,34.99,33.3,0.0,24.4,4.0,0
97.0,26,890.0,6.0,60.0,113.0,-14.6,74.21,184.3,79.0,184.9,18.3,0
660.0,22,88.0,12.0,32.0,3.7,0.2,32.69,41.3,0.0,17.1,3.7,1
767.0,26,148.0,-119.0,31.0,1.3,-14.1,47.38,88.0,38.0,49.1,9.7,0
598.0,20,40.0,-5.0,30.0,2.3,-1.7,31.68,13.7,0.0,10.0,1.3,0
30.0,22,606.0,125.0,45.0,136.0,-1.8,45.69,124.3,19.0,175.7,26.3,0
598.0,20,1172.0,-487.0,85.0,114.3,-10.3,97.79,376.7,12.0,311.7,47.0,0
642.0,22,1834.0,30.0,45.0,142.7,-28.6,142.8,310.0,385.0,427.1,78.0,0
598.0,20,334.0,119.0,55.0,50.7,-1.7,63.67,85.3,18.0,68.8,26.3,0
17.0,24,384.0,70.0,40.0,43.0,24.9,74.05,87.0,88.0,78.9,11.0,0
598.0,20,56.0,8.0,15.0,7.7,-1.6,16.55,34.3,4.0,28.7,34.7,0
767.0,26,330.0,72.0,30.0,83.7,22.3,60.51,106.0,86.0,23.7,1.0,1
767.0,26,312.0,-119.0,30.0,18.0,-30.6,61.6,126.7,91.0,81.7,41.7,0
580.0,26,322.0,-114.0,30.0,23.3,-11.3,41.29,46.7,32.0,3.1,19.0,0
598.0,20,52.0,-31.0,45.0,2.3,-0.4,43.13,21.7,0.0,0.6,17.7,0
660.0,22,94.0,-48.0,32.0,17.7,0.0,32.49,16.0,0.0,4.3,3.3,0
660.0,22,260.0,37.0,30.0,18.3,0.0,30.03,27.3,0.0,38.2,9.7,0
706.0,24,28.0,-9.0,32.0,1.7,-1.2,33.71,15.3,0.0,3.6,2.3,0
411.0,26,196.0,-196.0,30.0,29.0,-8.8,38.84,61.3,25.0,259.0,2.7,0
598.0,20,0.0,0.0,30.0,0.0,-0.3,28.75,0.0,0.0,0.0,0.0,1
235.0,26,405.0,208.0,85.0,38.3,4.4,91.17,69.7,0.0,51.9,27.3,0
767.0,26,46.0,2.0,47.0,4.0,-7.4,47.41,3.3,0.0,0.0,2.0,0
138.0,22,759.0,68.0,45.0,35.7,-7.6,42.6,36.7,0.0,6.8,19.7,0
598.0,20,1022.0,106.0,85.0,46.3,9.2,98.72,273.7,28.0,177.8,40.3,0
598.0,20,20.0,-2.0,17.0,2.3,-1.4,19.42,7.7,6.0,6.1,4.0,0
598.0,20,12.0,7.0,20.0,0.7,-0.7,20.68,5.0,1.0,0.0,1.3,1
289.0,22,108.0,52.0,45.0,39.0,-0.2,35.19,20.0,0.0,14.9,12.3,0
512.0,22,789.0,15.0,49.0,77.0,-31.9,139.34,361.3,280.0,244.7,75.7,0
660.0,22,152.0,-112.0,32.0,8.0,-1.2,36.98,33.7,0.0,25.1,6.3,0
421.0,26,413.0,-413.0,69.0,97.3,-110.7,69.53,301.3,10.0,208.9,83.0,1
183.0,24,912.0,13.0,50.0,110.7,-5.2,55.2,204.0,0.0,358.5,35.7,0
767.0,26,132.0,-4.0,30.0,16.3,0.9,33.05,35.0,0.0,2.9,6.7,1
660.0,22,76.0,-64.0,18.0,15.3,-16.7,29.18,25.0,15.0,1.8,5.0,1
660.0,22,283.0,-29.0,10.0,38.0,-2.8,13.74,78.0,13.0,14.9,16.0,0
349.0,22,1251.0,169.0,110.0,121.7,28.7,167.14,333.0,230.0,301.0,63.7,0
597.0,20,265.0,-89.0,32.0,42.0,-0.3,32.78,103.0,0.0,50.1,18.3,0
660.0,22,123.0,1.0,32.0,8.7,-5.7,39.26,41.0,0.0,5.3,14.3,0
660.0,22,584.0,206.0,50.0,124.7,45.8,71.6,113.0,80.0,89.2,35.3,0
297.0,24,297.0,-181.0,40.0,19.7,-41.4,41.36,64.3,52.0,38.5,3.0,0
321.0,22,210.0,-10.0,60.0,37.3,0.0,59.99,69.7,0.0,34.8,8.3,0
201.0,20,1406.0,-380.0,89.0,108.3,-41.9,116.92,112.3,144.0,92.0,6.0,0
598.0,20,80.0,29.0,10.0,6.0,1.1,12.43,30.7,13.0,14.4,7.7,0
767.0,26,267.0,3.0,80.0,30.3,0.2,70.71,37.0,1.0,32.5,7.0,1
104.0,22,138.0,-56.0,30.0,0.0,-8.5,42.22,0.0,0.0,0.0,0.0,1
706.0,24,62.0,-48.0,30.0,12.0,112.5,67.49,12.7,0.0,3.5,10.7,1
706.0,24,168.0,-16.0,50.0,13.0,-0.2,50.25,34.7,0.0,10.4,8.7,0
460.0,20,314.0,84.0,30.0,68.0,3.8,33.6,70.7,4.0,67.6,22.0,1
570.0,20,956.0,572.0,46.0,115.7,-21.7,85.4,76.7,30.0,376.8,0.0,0
134.0,20,1107.0,117.0,60.0,160.3,4.1,72.78,148.7,25.0,320.9,53.7,0
362.0,24,877.0,36.0,60.0,142.0,46.9,53.05,154.0,6.0,405.1,70.0,0
579.0,20,319.0,-90.0,60.0,30.3,0.0,51.28,99.7,0.0,80.9,4.7,0
257.0,26,1536.0,200.0,50.0,366.7,0.0,39.99,123.7,0.0,122.1,113.3,0
262.0,24,1605.0,435.0,85.0,267.3,-57.2,61.48,371.7,0.0,230.9,173.7,0
767.0,26,107.0,8.0,30.0,12.0,-1.1,31.13,17.3,3.0,1.8,4.3,0
598.0,20,394.0,-140.0,42.0,54.7,-1.8,44.31,45.0,1.0,91.1,9.0,0
348.0,22,246.0,75.0,50.0,36.0,0.0,45.0,56.0,0.0,64.5,16.7,0
698.0,26,158.0,77.0,30.0,16.0,0.3,30.1,39.3,0.0,25.4,12.0,1
280.0,22,259.0,190.0,17.0,29.3,8.5,28.3,86.7,26.0,36.1,30.7,1
706.0,24,76.0,-50.0,32.0,20.3,0.0,32.49,17.0,0.0,2.9,9.0,1
706.0,24,42.0,-13.0,30.0,3.3,0.7,30.24,10.7,0.0,3.2,1.0,0
598.0,20,54.0,-54.0,17.0,6.0,-14.7,31.64,4.3,26.0,5.7,4.3,0
262.0,24,394.0,417.0,50.0,78.7,68.7,74.56,52.0,78.0,56.9,28.7,0
659.0,22,924.0,-265.0,75.0,38.0,-5.1,82.03,305.3,17.0,139.5,24.7,1
597.0,20,167.0,-14.0,37.0,18.3,-10.5,41.44,63.0,12.0,29.9,3.7,1
